gene,T,decay_mean,phase,threshold,n_scenarios,n_valid,n_invalid,n_intron_lead,n_exon_lead,n_small,n_positive_without_tolerance,n_negative_without_tolerance,n_zero_without_tolerance,minimum_offset,maximum_offset,median_offset,fraction_intron_lead,fraction_exon_lead,fraction_small,fraction_positive_without_tolerance,fraction_negative_without_tolerance
mlpt,0.1,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.6944708296714903,0.8627830503253895,0.7646507988326461,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.5360781782111058,0.7804524097360512,0.6377287889710234,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,3.0,rise,40,18,18,0,17,0,1,18,0,0,0.0088393149896195,0.2009126892991283,0.1056532323029389,0.9444444444444444,0.0,0.05555555555555555,1.0,0.0
mlpt,0.1,3.0,rise,50,18,18,0,17,0,1,18,0,0,0.009858758114066,0.2080234741784921,0.12541720138256196,0.9444444444444444,0.0,0.05555555555555555,1.0,0.0
mlpt,0.1,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.0105951002276841,0.2371270816348621,0.13740949311984824,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.6809924266038125,3.028873503182498,2.807943737019743,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.078363525638573,2.668620253100201,2.2220357928537133,1.0,0.0,0.0,1.0,0.0
mlpt,0.1,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.5821656739139731,2.3126577087410807,1.722497863047173,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.01,rise,40,18,18,0,0,18,0,0,18,0,-0.0486946108823245,-0.0144995573621214,-0.030010577226927147,0.0,1.0,0.0,0.0,1.0
mlpt,0.3,0.01,rise,50,18,18,0,0,17,1,0,18,0,-0.0487962435665694,-0.0096583040495381,-0.0265810548466902,0.0,0.9444444444444444,0.05555555555555555,0.0,1.0
mlpt,0.3,0.01,rise,60,18,18,0,0,16,2,0,18,0,-0.0495801295293263,-0.0004846103698276,-0.0230217091895156,0.0,0.8888888888888888,0.1111111111111111,0.0,1.0
mlpt,0.3,0.01,fall,40,18,18,0,8,2,8,13,5,0,-0.0170005194273334,0.0707099626086353,0.007909353775585999,0.4444444444444444,0.1111111111111111,0.4444444444444444,0.7222222222222222,0.2777777777777778
mlpt,0.3,0.01,fall,50,18,18,0,7,2,9,11,7,0,-0.0181837403588964,0.0707100176472996,0.006076038600136649,0.3888888888888889,0.1111111111111111,0.5,0.6111111111111112,0.3888888888888889
mlpt,0.3,0.01,fall,60,18,18,0,7,4,7,10,8,0,-0.0189284481595515,0.0707100153555657,0.0029090279771851997,0.3888888888888889,0.2222222222222222,0.3888888888888889,0.5555555555555556,0.4444444444444444
mlpt,0.3,0.03,rise,40,18,18,0,0,15,3,0,18,0,-0.043333006494774,-0.004427322633937,-0.0261432403325511,0.0,0.8333333333333334,0.16666666666666666,0.0,1.0
mlpt,0.3,0.03,rise,50,18,18,0,0,13,5,1,17,0,-0.0434640553806612,0.0040270303885533,-0.01757135343642775,0.0,0.7222222222222222,0.2777777777777778,0.05555555555555555,0.9444444444444444
mlpt,0.3,0.03,rise,60,18,18,0,1,12,5,3,15,0,-0.0443292530847423,0.0149867377416879,-0.0131793204619717,0.05555555555555555,0.6666666666666666,0.2777777777777778,0.16666666666666666,0.8333333333333334
mlpt,0.3,0.03,fall,40,18,18,0,15,0,3,17,1,0,-0.0014998477006376,0.070677973961541,0.02344282007186825,0.8333333333333334,0.0,0.16666666666666666,0.9444444444444444,0.05555555555555555
mlpt,0.3,0.03,fall,50,18,18,0,15,0,3,16,2,0,-0.0029367701859333,0.0706780350704985,0.02249961180121505,0.8333333333333334,0.0,0.16666666666666666,0.8888888888888888,0.1111111111111111
mlpt,0.3,0.03,fall,60,18,18,0,12,0,6,16,2,0,-0.0038288855044307,0.070678033155406,0.018598888799858652,0.6666666666666666,0.0,0.3333333333333333,0.8888888888888888,0.1111111111111111
mlpt,0.3,0.1,rise,40,18,18,0,6,6,6,6,12,0,-0.0297402284791499,0.0289255958009105,-0.0060336051640348005,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666
mlpt,0.3,0.1,rise,50,18,18,0,7,6,5,9,9,0,-0.028357528405027,0.0381549470522734,0.0006298533357692998,0.3888888888888889,0.3333333333333333,0.2777777777777778,0.5,0.5
mlpt,0.3,0.1,rise,60,18,18,0,8,5,5,10,8,0,-0.0276181683615966,0.0531323281495091,0.00437426706085355,0.4444444444444444,0.2777777777777778,0.2777777777777778,0.5555555555555556,0.4444444444444444
mlpt,0.3,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.0428429423910683,0.1130092113811099,0.07681562532432945,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.0428203267863465,0.1114102165642613,0.07049633521151805,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.0427115408325478,0.111382895803523,0.067066185838012,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.3,rise,40,18,18,0,11,3,4,13,5,0,-0.018878864430993,0.0785149548167269,0.03004194047300625,0.6111111111111112,0.16666666666666666,0.2222222222222222,0.7222222222222222,0.2777777777777778
mlpt,0.3,0.3,rise,50,18,18,0,12,2,4,15,3,0,-0.0158122966017713,0.0885337800774785,0.038843175541465796,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.8333333333333334,0.16666666666666666
mlpt,0.3,0.3,rise,60,18,18,0,12,1,5,15,3,0,-0.0131632498045337,0.1088926940504793,0.0449613255945586,0.6666666666666666,0.05555555555555555,0.2777777777777778,0.8333333333333334,0.16666666666666666
mlpt,0.3,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.1553243503228585,0.3373666647309291,0.26571179090715513,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.1552127806476293,0.3136726905590921,0.22917770263953036,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.1546754254011331,0.2968253152908355,0.20384939120767215,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,1.0,rise,40,18,18,0,14,1,3,16,2,0,-0.0116979333715651,0.1313226920479403,0.06812128411200505,0.7777777777777778,0.05555555555555555,0.16666666666666666,0.8888888888888888,0.1111111111111111
mlpt,0.3,1.0,rise,50,18,18,0,15,0,3,17,1,0,-0.0079454252385247,0.145349639085089,0.08210774681234714,0.8333333333333334,0.0,0.16666666666666666,0.9444444444444444,0.05555555555555555
mlpt,0.3,1.0,rise,60,18,18,0,16,0,2,17,1,0,-0.0045613059309543,0.1731964873703591,0.09281359245643794,0.8888888888888888,0.0,0.1111111111111111,0.9444444444444444,0.05555555555555555
mlpt,0.3,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.8609515227716367,1.0506562174851433,0.9432225042405118,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.7448896575380215,0.8821684039113404,0.803566576741028,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.5888082348247614,0.8217323860717549,0.6686867568035647,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,3.0,rise,40,18,18,0,16,0,2,16,2,0,-0.008131958998103,0.161734483282776,0.090386134662178,0.8888888888888888,0.0,0.1111111111111111,0.8888888888888888,0.1111111111111111
mlpt,0.3,3.0,rise,50,18,18,0,16,0,2,17,1,0,-0.0040004754809341,0.1809623159345114,0.10789200936484006,0.8888888888888888,0.0,0.1111111111111111,0.9444444444444444,0.05555555555555555
mlpt,0.3,3.0,rise,60,18,18,0,17,0,1,17,1,0,-0.0001820736592258,0.2154785683495584,0.122181532526975,0.9444444444444444,0.0,0.05555555555555555,0.9444444444444444,0.05555555555555555
mlpt,0.3,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.736082212064758,3.067180404898262,2.8634844915055266,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.133459941331429,2.707279326566606,2.2701980728727467,1.0,0.0,0.0,1.0,0.0
mlpt,0.3,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.640543235635587,2.3517685629752187,1.7641861896318938,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.01,rise,40,18,18,0,0,18,0,0,18,0,-0.2812355815644251,-0.2170063164703385,-0.245833065845816,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.01,rise,50,18,18,0,0,18,0,0,18,0,-0.2716322217897077,-0.1838107410454863,-0.22718170508938007,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.01,rise,60,18,18,0,0,18,0,0,18,0,-0.263507636131325,-0.0597603346162123,-0.200832993846869,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.01,fall,40,18,18,0,18,0,0,18,0,0,0.0575065077306484,0.2174329714211014,0.1576783060980965,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.01,fall,50,18,18,0,18,0,0,18,0,0,0.057712828951105,0.2174329880053007,0.15412211861995215,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.01,fall,60,18,18,0,18,0,0,18,0,0,0.0552004663896315,0.2174329829062298,0.14489864762400934,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.03,rise,40,18,18,0,0,18,0,0,18,0,-0.2752629385396632,-0.2137272667370092,-0.24260700831203424,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.03,rise,50,18,18,0,0,18,0,0,18,0,-0.265179254119655,-0.1789847707240678,-0.22095451727402204,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.03,rise,60,18,18,0,0,18,0,0,18,0,-0.2558753098963738,-0.04810746064401,-0.19300281044115458,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.03,fall,40,18,18,0,18,0,0,18,0,0,0.075414165303022,0.2142333815681292,0.16719745410686443,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.03,fall,50,18,18,0,18,0,0,18,0,0,0.0764253765924503,0.2142334150727669,0.16442284649122052,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.03,fall,60,18,18,0,18,0,0,18,0,0,0.0746679592894801,0.2142334123239599,0.16227904993140446,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.1,rise,40,18,18,0,0,18,0,0,18,0,-0.2577690543260793,-0.2018033617970327,-0.23142192931989142,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.1,rise,50,18,18,0,0,18,0,0,18,0,-0.2437467723932971,-0.1625954819070861,-0.2036302790099224,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.1,rise,60,18,18,0,0,17,1,0,18,0,-0.2299785569615162,-0.0098658568669774,-0.1699273432966916,0.0,0.9444444444444444,0.05555555555555555,0.0,1.0
mlpt,1.0,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.147943675205822,0.2876498544162982,0.2127594011670184,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.1489894139345757,0.2786571645282869,0.21192709181334995,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.1476918251277557,0.2695172451410448,0.2112337944680011,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.3,rise,40,18,18,0,0,18,0,0,18,0,-0.2278734848031484,-0.1689612576477507,-0.20977439533600345,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.3,rise,50,18,18,0,0,18,0,0,18,0,-0.1973005195193992,-0.1294145522652622,-0.1643248032144958,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,0.3,rise,60,18,18,0,2,16,0,2,16,0,-0.1694009876707017,0.0505315404410391,-0.11901286847175971,0.1111111111111111,0.8888888888888888,0.0,0.1111111111111111,0.8888888888888888
mlpt,1.0,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.2982049972923999,0.5086839924877895,0.39732428300266254,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.2981419620891223,0.483067699649981,0.3670916823704583,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.2978387293515721,0.4620849971223235,0.34394048196248805,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,1.0,rise,40,18,18,0,0,18,0,0,18,0,-0.1926255235881889,-0.1099696331049286,-0.16977159745858378,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,1.0,rise,50,18,18,0,0,18,0,0,18,0,-0.1367888518870346,-0.0756694243069836,-0.1111346481825935,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,1.0,rise,60,18,18,0,8,6,4,9,9,0,-0.0582760992502209,0.1010993637465775,-0.0010031248687653,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.5,0.5
mlpt,1.0,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.989513013864796,1.222352737134051,1.0751411351891056,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.8782484709213494,1.0487383832611643,0.9520635158713135,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.7408774612446847,0.91750205557619,0.8284530420993359,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,3.0,rise,40,18,18,0,0,18,0,0,18,0,-0.1826787847620634,-0.0709255522133909,-0.1330608998892488,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,3.0,rise,50,18,18,0,0,18,0,0,18,0,-0.1190015778115791,-0.0111423435670195,-0.0543824192223806,0.0,1.0,0.0,0.0,1.0
mlpt,1.0,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.0672658132478873,0.1826012009186975,0.11390217921260615,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.886018101647513,3.1526113359262444,3.039418183017708,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.283437334337386,2.794501931354874,2.4218923078602117,1.0,0.0,0.0,1.0,0.0
mlpt,1.0,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.79148548912622,2.4412847946250387,1.9492418502807864,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.01,rise,40,18,18,0,0,18,0,0,18,0,-0.937767836237118,-0.894986711310402,-0.914993260878961,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.01,rise,50,18,18,0,0,18,0,0,18,0,-0.9395875714719502,-0.8899741411004642,-0.910734372280126,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.01,rise,60,18,18,0,0,18,0,0,18,0,-0.92619420717296,-0.8227041607754273,-0.876720336292673,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.01,fall,40,18,18,0,18,0,0,18,0,0,0.160285435057069,0.6624742855481873,0.5026785076800762,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.01,fall,50,18,18,0,18,0,0,18,0,0,0.1998254212236849,0.6629262340477933,0.5171125254655637,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.01,fall,60,18,18,0,18,0,0,18,0,0,0.2719324585822313,0.6632560525232591,0.5264026989853752,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.03,rise,40,18,18,0,0,18,0,0,18,0,-0.9313117698492188,-0.8881651293703097,-0.9085502815612945,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.03,rise,50,18,18,0,0,18,0,0,18,0,-0.9304739278700735,-0.8806454174118123,-0.902558069973121,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.03,rise,60,18,18,0,0,18,0,0,18,0,-0.9123978554642732,-0.7992838234388484,-0.8628295910923002,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.03,fall,40,18,18,0,18,0,0,18,0,0,0.17013921854566,0.6823204561864813,0.5228679464177075,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.03,fall,50,18,18,0,18,0,0,18,0,0,0.2139434886726676,0.6822245944850818,0.5371548548480953,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.03,fall,60,18,18,0,18,0,0,18,0,0,0.2870902337727159,0.682190527091719,0.5463350643878326,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.1,rise,40,18,18,0,0,18,0,0,18,0,-0.9134681348494746,-0.870044730563736,-0.8934038746216337,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.1,rise,50,18,18,0,0,18,0,0,18,0,-0.9048714704335998,-0.8555436160180561,-0.880439888697133,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.1,rise,60,18,18,0,0,18,0,0,18,0,-0.8735928706523606,-0.7166264987708828,-0.822761081036918,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.2316846871032702,0.7613934970962437,0.5950909228771477,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.2863929607871616,0.7587006400139558,0.6066928456586467,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.3525836702046616,0.7559444236726818,0.6138537874625407,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.3,rise,40,18,18,0,0,18,0,0,18,0,-0.8876619332722131,-0.8403985640976077,-0.8721725564153724,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.3,rise,50,18,18,0,0,18,0,0,18,0,-0.8683659059878399,-0.8132576901947794,-0.8434009900214071,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,0.3,rise,60,18,18,0,3,15,0,3,15,0,-0.8007204281736287,0.5019382881956833,-0.7509542873819599,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334
mlpt,3.0,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.4644843562982323,0.9667134290711284,0.7759656199857266,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.4653219230050762,0.9425964428547196,0.7620916120858627,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.4692857453561725,0.9218614699904027,0.7538874354902616,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,1.0,rise,40,18,18,0,0,18,0,0,18,0,-0.8577509697137855,-0.7970587199766148,-0.8396426977558561,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,1.0,rise,50,18,18,0,0,18,0,0,18,0,-0.8203149002614223,-0.7476148041226118,-0.7930989150224098,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,1.0,rise,60,18,18,0,6,12,0,6,12,0,-0.6272510947778649,0.6324678682374119,-0.5730693915271978,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666
mlpt,3.0,1.0,fall,40,18,18,0,18,0,0,18,0,0,1.1752998945395978,1.6443056330494752,1.4535550014562832,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,1.0,fall,50,18,18,0,18,0,0,18,0,0,1.142572005187863,1.4751287321326665,1.290253364109911,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,1.0,fall,60,18,18,0,18,0,0,18,0,0,1.0774709556676627,1.3439955149621232,1.1651241247860913,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,3.0,rise,40,18,18,0,0,18,0,0,18,0,-0.8341082938524162,-0.7592588847966668,-0.811810475005201,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,3.0,rise,50,18,18,0,0,18,0,0,18,0,-0.7640045560530699,-0.6844196439655779,-0.7436086890669948,0.0,1.0,0.0,0.0,1.0
mlpt,3.0,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.6435207355114021,0.7145576077828237,0.6747927275637052,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,3.0,fall,40,18,18,0,18,0,0,18,0,0,3.149611271772062,3.562051984009366,3.364936714732919,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.665970512698149,2.9737596624683107,2.847803784088293,1.0,0.0,0.0,1.0,0.0
mlpt,3.0,3.0,fall,60,18,18,0,18,0,0,18,0,0,2.179483590477339,2.6326459520873904,2.347398268121878,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.01,rise,40,18,18,0,0,0,18,18,0,0,0.0040799852507855,0.008095705796843,0.00448884791628805,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.01,rise,50,18,18,0,0,0,18,18,0,0,0.0040804760030009,0.0081211641071911,0.0044933940315887,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.01,rise,60,18,18,0,0,0,18,18,0,0,0.0040807384572978,0.0081909337771098,0.00449205974791305,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.01,fall,40,18,18,0,0,0,18,18,0,0,0.0041149283707602,0.0084776346897409,0.00456454629381,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.01,fall,50,18,18,0,0,0,18,18,0,0,0.0041149230783439,0.0084932019338247,0.00456144359162215,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.01,fall,60,18,18,0,0,0,18,18,0,0,0.0041149335014272,0.008519167511238,0.0045567963509246506,0.0,0.0,1.0,1.0,0.0
svb,0.01,0.03,rise,40,18,18,0,6,0,12,18,0,0,0.0042970001508414,0.0243859801145466,0.0079880001316699,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
svb,0.01,0.03,rise,50,18,18,0,6,0,12,18,0,0,0.0042982679296457,0.0244944792763454,0.00811740069738755,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0
svb,0.01,0.03,rise,60,18,18,0,8,0,10,18,0,0,0.0042986119339868,0.0246071843302945,0.00816389062207065,0.4444444444444444,0.0,0.5555555555555556,1.0,0.0
svb,0.01,0.03,fall,40,18,18,0,9,0,9,18,0,0,0.0044658584642469,0.0289494233532914,0.0093438707049451,0.5,0.0,0.5,1.0,0.0
svb,0.01,0.03,fall,50,18,18,0,9,0,9,18,0,0,0.0044659035519272,0.0291973472025586,0.009175520048256499,0.5,0.0,0.5,1.0,0.0
svb,0.01,0.03,fall,60,18,18,0,9,0,9,18,0,0,0.0044659098417003,0.0295804490723933,0.008941240910198451,0.5,0.0,0.5,1.0,0.0
svb,0.01,0.1,rise,40,18,18,0,13,0,5,18,0,0,0.005874757199578,0.0737411803342381,0.02475964345805895,0.7222222222222222,0.0,0.2777777777777778,1.0,0.0
svb,0.01,0.1,rise,50,18,18,0,13,0,5,18,0,0,0.0058946580752512,0.0749274249443294,0.0273102793828139,0.7222222222222222,0.0,0.2777777777777778,1.0,0.0
svb,0.01,0.1,rise,60,18,18,0,14,0,4,18,0,0,0.0058969586115521,0.0755992007809914,0.03007213366534815,0.7777777777777778,0.0,0.2222222222222222,1.0,0.0
svb,0.01,0.1,fall,40,18,18,0,18,0,0,18,0,0,0.0113875699794578,0.1156353300427316,0.050727225971139156,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.1,fall,50,18,18,0,18,0,0,18,0,0,0.0113876038178637,0.1159721199153186,0.04491268368554785,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.1,fall,60,18,18,0,18,0,0,18,0,0,0.0113876090481301,0.1171672107319755,0.040072762954717595,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,rise,40,18,18,0,18,0,0,18,0,0,0.0101281378571552,0.1403505246925213,0.0557716419695942,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,rise,50,18,18,0,18,0,0,18,0,0,0.0103023141735751,0.1440848180951041,0.06402650648416836,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,rise,60,18,18,0,18,0,0,18,0,0,0.0103835285989014,0.1462265202495885,0.0738455110911164,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,fall,40,18,18,0,18,0,0,18,0,0,0.1028294789799595,0.3353648097949653,0.22521134436075396,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,fall,50,18,18,0,18,0,0,18,0,0,0.1027201290184085,0.3157592117272469,0.1867854650218312,1.0,0.0,0.0,1.0,0.0
svb,0.01,0.3,fall,60,18,18,0,18,0,0,18,0,0,0.1021934795289412,0.3040373763198862,0.15661751385797645,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,rise,40,18,18,0,18,0,0,18,0,0,0.0152353420379185,0.1941392483724914,0.0913609240779681,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,rise,50,18,18,0,18,0,0,18,0,0,0.0157134905115777,0.2000270732292385,0.10898378847738519,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,rise,60,18,18,0,18,0,0,18,0,0,0.0160009309286376,0.2075483613572574,0.121040229140929,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,fall,40,18,18,0,18,0,0,18,0,0,0.7958214795473104,1.047433679278975,0.8827086241082214,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,fall,50,18,18,0,18,0,0,18,0,0,0.680930923972934,0.8723243088995446,0.7495309704409058,1.0,0.0,0.0,1.0,0.0
svb,0.01,1.0,fall,60,18,18,0,18,0,0,18,0,0,0.5293693398592287,0.7597769930924714,0.6361804891193499,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,rise,40,18,18,0,18,0,0,18,0,0,0.0178087445196556,0.2178990957388592,0.11381158368872389,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,rise,50,18,18,0,18,0,0,18,0,0,0.0184737523122691,0.224810747889791,0.13470595787296097,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,rise,60,18,18,0,18,0,0,18,0,0,0.0189014133875817,0.2512806053106755,0.1464216192677438,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,fall,40,18,18,0,18,0,0,18,0,0,2.662805246924869,3.0072943783269523,2.800538099730276,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,fall,50,18,18,0,18,0,0,18,0,0,2.06017781652542,2.6469986040599878,2.2196356535672734,1.0,0.0,0.0,1.0,0.0
svb,0.01,3.0,fall,60,18,18,0,18,0,0,18,0,0,1.567236088545422,2.290981396598511,1.7243832924404079,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,rise,40,18,18,0,18,0,0,18,0,0,0.0114813968513207,0.0135838290025423,0.01201523423020605,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,rise,50,18,18,0,18,0,0,18,0,0,0.0114663024131874,0.0136475904427352,0.01203395682416685,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,rise,60,18,18,0,18,0,0,18,0,0,0.0114445622332122,0.0137317439257007,0.01203242444075265,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,fall,40,18,18,0,18,0,0,18,0,0,0.0116906011962354,0.0139602842502762,0.01222494438049475,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,fall,50,18,18,0,18,0,0,18,0,0,0.0116823440322528,0.0139686120141895,0.0122249348801354,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.01,fall,60,18,18,0,18,0,0,18,0,0,0.0116725468143714,0.0139864234579332,0.012224766568682498,1.0,0.0,0.0,1.0,0.0
svb,0.03,0.03,rise,40,18,18,0,18,0,0,18,0,0,0.0123095155231469,0.0306137495211223,0.01530186583218925,1.0,0.0,0.0,1.0,0.0
