gene,draw,SSE,exceeds_observed,optimizer_success,successful_starts,retry,total_nfev,T,splice,decay,gain
Kr,88,0.0593214496102678,True,True,2,False,36,1.2001030702805997,0.6389846279329053,0.5126433504245211,1.159951799911847
Kr,89,0.0109468163571282,False,True,2,False,59,1.6402182340877034,0.588890550619571,0.1050321746686468,1.128010310633757
Kr,90,0.0324229858855711,False,True,2,False,92,0.0050000000000187,0.0050000000443666,0.0352592817518719,0.8302455417824669
Kr,91,0.0183544921407068,False,True,2,False,99,0.4292209778305826,0.5488571116326227,0.7856060227527515,1.217687859518556
Kr,92,0.0204585936318809,False,True,2,False,50,0.0595614175155709,0.5315151600069732,0.7122732842563884,1.1072395607452628
Kr,93,0.0223786989735339,False,True,2,False,67,0.5709099956159285,0.5712219158823248,0.6014081296406264,1.17013761105544
Kr,94,0.0237180029465229,False,True,2,False,31,0.0050000000004483,0.3928015549546279,0.5121931208111482,0.8790648671867264
Kr,95,0.0174833194589255,False,True,2,False,132,0.6601481699201064,0.7301922835288488,0.4370307494287447,1.1788818222255295
Kr,96,0.1068317199594693,True,True,2,False,60,0.0050028074564328,0.0149467526531366,0.202973172127949,0.9951304192781276
Kr,97,0.0286871830609914,False,True,2,False,17,0.0050000000007361,0.525215874103297,0.4559310333864023,1.0388512021462195
Kr,98,0.0287932431414211,False,True,2,False,29,0.0578462825801351,0.5656240992474482,0.7743849689170925,1.117475608437721
Kr,99,0.0157108492284159,False,True,2,False,34,0.3074958004305844,0.5860621891616391,0.5336778285007117,1.2020983683426287
Kr,100,0.0858528959460383,True,True,2,False,38,0.795946554172208,0.738261429124023,0.6588355665241987,1.2312684876243425
Kr,101,0.01278605522693,False,True,2,False,28,0.0050000006384034,0.4093719435854894,0.7341259611631664,1.0919327906932492
Kr,102,0.0162852265436211,False,True,2,False,124,0.5474029728335583,0.7166145865901271,0.269258502141443,1.1682194152668417
Kr,103,0.0139854605456947,False,True,2,False,24,0.0050000000001022,0.5325169026269436,0.514850397300306,1.0102576625523123
Kr,104,0.0446965320082195,True,True,1,False,182,0.7906457594212576,0.7317527558431619,0.4256185379193647,1.063610672336204
Kr,105,0.1412590236764862,True,True,2,False,79,0.0436558686822284,0.0050139594900555,0.0350533877543804,0.7616197769246161
Kr,106,0.0153677517254563,False,True,2,False,64,0.6041166307466391,0.6318201702189311,0.4646591242224446,1.1258118704789974
Kr,107,0.0392440005743614,True,True,2,False,26,0.0050000000452515,0.3529413868825556,0.5721591217387295,0.9526490325774356
Kr,108,0.0298900935320178,False,True,2,False,27,1.3007790239094768,0.5873369268567848,0.0100009398213476,1.1102187761166369
Kr,109,0.0183237794977458,False,True,2,False,26,0.0651225287846315,0.6600345189351485,0.7047787327250525,1.0400658610966815
Kr,110,0.0459237107392165,True,True,2,False,58,0.9613731505884684,0.7151740192528159,0.3031632074940515,1.2791418236311405
Kr,111,0.0372528687755265,False,True,2,False,37,0.0050000030626869,0.2022349727946085,0.4421483334864747,0.902593761005852
Kr,112,0.0506892805001318,True,True,2,False,24,0.0050000004549581,0.3458723075846037,0.6048611836286829,0.922547169161378
Kr,113,0.0093380617752607,False,True,2,False,44,0.0050000000030319,0.5101854106855906,0.7222393422094302,1.080861844864952
